1153674;18Department of Clinical Physiology and Nuclear MedicineUniversity of Turku and Turku University HospitalTurkuFinland
1229271;1Biocenter Oulu and Faculty of Biochemistry and Molecular MedicineUniversity of OuluFinland
1166233;1Brain and Mind LaboratoryDepartment of Neuroscience and Biomedical Engineering (NBE)School of ScienceAalto UniversityAaltoFinland
1191379;1Department of Biological and Environmental SciencesUniversity of JyväskyläJyväskyläFinland
1115022;1Department of Biological and Environmental SciencesUniversity of JyvaskylaPO Box 35FI‐40014JyvaskylaFinland
1274241;1Department of Biotechnology and Molecular MedicineA.I. Virtanen Institute for Molecular SciencesUniversity of Eastern FinlandKuopioFinland
1275791;1Department of Clinical ChemistryMedicumHelsinki University HospitalUniversity of HelsinkiFinland
1292398;1Department of Clinical Physiology and Nuclear MedicineKuopio University HospitalUniversity of Eastern FinlandKuopioFinland
1219682;1Department of Computer ScienceSchool of ScienceAalto UniversityPO Box 15400FI‐00076AaltoEspooFinland
1208259;1Department of Environmental and Biological SciencesUniversity of Eastern FinlandJoensuuFinland
1218296;1Department of Equine and Small Animal MedicineUniversity of HelsinkiHelsinkiFinland
1187810;1Department of Food and Environmental SciencesUniversity of Helsinki
1266630;1Department of Food and Environmental SciencesUniversity of HelsinkiHelsinkiFinland
1214942;1Department of Neuroscience and RehabilitationTampere University HospitalTampereFinland
1117409;1Department of Neurosciences and RehabilitationTampere University HospitalTampereFinland
1232825;1Department of Pediatrics and Adolescent MedicineTurku University HospitalTurkuFinland
1117445;1Department of SurgeryUnit of Therapeutic EndoscopyHelsinki UniversityHelsinkiFinland
1276490;1Division of Internal Medicine and CardiologyTurku University HospitalTurkuFinland
1207289;1Faculty of Sport and Health SciencesGerontology Research CenterUniversity of JyväskyläJyväskyläFinland
1116975;1HECER/Department of Political and Economic StudiesUniversity of HelsinkiFinland
1262010;1Molecular MaterialsDepartment of Applied PhysicsAalto UniversityFI‐02150EspooFinland
1182292;1Natural Products Research LaboratoriesDepartment of Environmental and Biological SciencesUniversity of Eastern FinlandJoensuuFinland
1270642;1PEDEGO Research Unit and Medical Research Center OuluUniversity of OuluOuluFinland
1278872;1Program in Cell and Molecular BiologyInstitute of BiotechnologyUniversity of HelsinkiHelsinkiFinland
1153657;1Research Centre of Applied and Preventive Cardiovascular MedicineUniversity of TurkuFinland
1147502;1School of Pharmacy (Pharmacology)University of Eastern FinlandKuopioFinland
1294517;1Tampere University Hospital
1140699;1University of Eastern Finland and Eastern Finland Laboratory Centre
2539926;20014 Turku University
3230254;20520 Turku 52 and University of Kuopio
2583970;20700 Turku and Turku University Central HospitalOulu
1261040;2Aalto University
1273323;2Aalto UniversityDepartment of Biotechnology and Chemical TechnologyEspooFinland
1195503;2Abdominal Center NephrologyUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1218308;2Department of Bacteriology and Immunology and Immunobiology Research ProgramUniversity of Helsinki and HUSLABHelsinkiFinland
1270643;2Department of Children and AdolescentsOulu University HospitalOuluFinland
1276491;2Department of Emergency Medicine and ServicesHelsinki University HospitalTurkuFinland
1116875;2Department of Environmental and Biological SciencesUniversity of Eastern FinlandFinland
1153716;2Department of NeurologyHelsinki University HospitalHelsinkiFinland
1290142;2Department of Neuroscience and Biomedical EngineeringAMI CentreAalto University School of ScienceEspooFinland
1219683;2Department of Neuroscience and Biomedical EngineeringSchool of ScienceAalto UniversityEspooFinland
1257607;2Department of Paediatrics and Adolescent MedicineTurku University HospitalTurkuFinland
1143455;2Departments of Ophthalmology and Orthopaedics & TraumatologyTampere University HospitalTampereFinland
1274242;2Institute of BiomedicineDepartment of Physiology and Biocenter OuluUniversity of OuluFinland
1117453;2Institute of Clinical Medicine – NeurologyUniversity of Eastern FinlandKuopioFinland
1257833;2Institute of Clinical MedicineUniversity and University Hospital of HelsinkiHelsinkiFinland
79273;2Kuopio University Hospital
1147503;2Laboratory of NeurotherapeuticsDivision of Physiology and NeuroscienceDepartment of BiosciencesFaculty of Biological and Environmental SciencesUniversity of HelsinkiHelsinkiFinland
1235773;2Medical Research Center OuluOulu University Hospital and University of OuluOuluFinland
1127867;2Turku Centre for BiotechnologyUniversity of Turku and Åbo Akademi UniversityFinland
1247918;2University of Eastern Finland and Kuopio University HospitalKuopioFinland
527573;3Aalto University
2892132;3Aalto University of Science and Technology
1167064;3Department of Bacteriology and ImmunologyUniversity of HelsinkiHelsinkiFinland
1182297;3Department of Biological and Environmental ScienceUniversity of JyväskyläJyväskyläFinland
1161143;3Department of Equine and Small Animal MedicineUniversity of HelsinkiHelsinkiFinland
1117447;3Department of NeurologyHelsinki University Hospital and Helsinki UniversityHelsinkiFinland
1214944;3Department of Oral and Maxillofacial DiseasesUniversity of Helsinki and Helsinki University HospitalFinland
1275793;3Department of SurgeryHelsinki University HospitalUniversity of HelsinkiFinland
1110298;3Department of SurgeryUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1292400;3Heart CenterKuopio University HospitalUniversity of Eastern FinlandKuopioFinland
1188298;3Kuopio University Hospital
1270644;3Proteomics Core FacilityBiocenter OuluFaculty of Biochemistry and Molecular MedicineUniversity of OuluOuluFinland
1140700;3University of Eastern Finland and Kuopio University Hospital
149066;3University of Kuopio
1209754;4Department of Biological and Environmental ScienceUniversity of JyväskyläJyväskyläFinland
1165857;4Department of Clinical Physiology and Nuclear MedicineTurku University HospitalTurkuFinland
1182291;4Department of Ecology and GeneticsUniversity of OuluOuluFinland
1182299;4Department of Environmental and Biological sciencesUniversity of Eastern FinlandJoensuuFinland
1248407;4Department of Mathematics and StatisticsUniversity of TurkuTurkuFinland
1270645;4Department of Obstetrics and GynecologyOulu University HospitalOuluFinland
1249113;4Department of PathologyUniversity of Turku and Turku University HospitalTurkuFinland
1297440;4Department of Psychology and Speech-Language Pathology University of Turku
1266640;4Fimlab Laboratories Ltd and Tampere University HospitalTampereFinland
1276493;4Heart and Lung CenterHelsinki University HospitalTurkuFinland
1117455;4Heart CenterKuopio University HospitalKuopioFinland
1256542;4HUSLAB and Department of PathologyUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1117448;4HUS Medical Imaging CenterHelsinki UniversityHelsinkiFinland
1115019;4School of ComputingUniversity of Eastern FinlandP.O. Box 111FI‐80101JoensuuFinland
1294520;4Tampere University Hospital
1112315;5Department of Equine and Small Animal MedicineUniversity of HelsinkiHelsinkiFinland
1270646;5Department of Obstetrics and GynecologyTurku University Hospital and University of TurkuTurkuFinland
1256543;5Department of Pediatric NeurologyChildren's HospitalUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1166237;5Department of Signal Processing and AcousticsSchool of Electrical EngineeringAalto UniversityAaltoFinland
1249114;5Division of Clinical NeurosciencesUniversity of Turku and Turku University HospitalTurkuFinland
1207293;5Faculty of Sport and Health SciencesUniversity of JyväskyläJyväskyläFinland
1146066;5HYBER Centre of ExcellenceDepartment of Applied PhysicsAalto University
1117456;5Institute of Clinical Medicine – MedicineUniversity of Eastern FinlandKuopioFinland
1203958;5PEDEGO Research UnitMRC OuluOulu University Hospital and University of OuluFinland
1115020;5School of Forest SciencesUniversity of Eastern FinlandP.O. Box 111FI‐80101JoensuuFinland
1191393;6Department of Geography and GeologyUniversity of TurkuTurkuFinland
1256544;6Department of NeurologyUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1275796;6Department of PathologyHelsinki University HospitalUniversity of HelsinkiFinland
1161146;6Department of Veterinary Biosciences and Research Programs UnitMolecular NeurologyUniversity of HelsinkiHelsinkiFinland
1287206;6Division of EndocrinologyAbdominal CenterUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1116980;6Laurea University of Applied SciencesFinland
2540799;6 University Central Hospital
1288385;70211 Kuopio University Hospital
53398;70211 University of Kuopio
1116981;7Department of Biomedical Engineering and Computational ScienceAalto University School of ScienceFinland
1258790;7Research Center of Applied and Preventive Cardiovascular MedicineUniversity of TurkuTurkuFinland
1153752;7Research Centre of Applied and Preventive Cardiovascular MedicineUniversity of TurkuFinland
1203922;8Computational MedicineFaculty of MedicineUniversity of Oulu and Biocenter OuluOuluFinland
1123703;8Department of Biological and Environmental ScienceUniversity of JyväskyläJyväskyläFinland
1203961;8Department of General Practice and Primary Health CareUniversity of Helsinki and Helsinki University HospitalHelsinkiFinland
1267368;8Department of NeurologyHelsinki University HospitalHelsinkiFinland
1218693;8Department of Public HealthUniversity of Turku and Turku University HospitalTurkuFinland
1272925;8Department of Veterinary Biosciences and Research Programs UnitMolecular NeurologyUniversity of Helsinki and Folkhalsan Research CentreHelsinkiFinland
1232968;8Heart CenterTampere University HospitalTampereFinland
157987;90014 University of Oulu and Research Center of Oulu University Hospital
1153735;9Children's HospitalClinicumHelsinki University Hospital and University of HelsinkiFinland
1232832;9Research Center of Applied and Preventive Cardiovascular MedicineUniversity of TurkuFinland
1212947;aAalto University
647390;Aalto NeuroImaging, Aalto University
1072452;Aalto NeuroImagingAalto UniversityEspooFinland
961759;Aalto NeuroimagingMEG CoreAalto UniversityEspooFinland
2095733;Aalto Science Institute, Aalto University
780951;§AaltoUniversity
9723;Aalto University
1050916;AaltoUniversity
357308;Aalto UniversityAalto
2779802;Aalto University and Millilab
2458198;Aalto University and University of Helsinki
2333603;Aalto University, Department of Applied Physics
2322277;Aalto University, Department of Biotechnology and Chemical Technology, Biohybrid Materials
3468392;Aalto University Department of Biotechnology and Chemical Technology Espoo Finland.
2327842;Aalto University, Department of Computer Science
2353614;Aalto University, Department of Computer Science, Helsinki Institute for Information Technology HIIT
2319473;Aalto University, Department of Electrical Engineering and Automation
2079947;Aalto University Department of Electronics and Nanoengineering
2342658;Aalto University, Department of Forest Products Technology
2315488;Aalto University, Department of Micro and Nanosciences
3289268;Aalto University Department of Radio Science and Engineering
2306472;Aalto University, Department of Radio Science and Engineering, SMARAD Center of Excellence
4792;Aalto University, Espoo
208921;Aalto UniversityEspoo
2962835;Aalto UniversityFI‐00076Espoo Finland.
283629;Aalto UniversityHelsinki
3348080;Aalto UniversityHelsinki Finland.
3289290;Aalto University Metsähovi Radio Observatory & Department of Radio Science and Engineering
2350600;Aalto University, QCD Labs, COMP Centre of Excellence, Department of Applied Physics
146080;Aalto University School of Science and EngineeringEspoo
140705;Aalto University School of Science and Technology
141335;Aalto University School of Science and TechnologyEspoo
3013228;Aalto University School of Science and Technology (previously Helsinki University of Technology)
2305388;Aalto University, School of Science, Department of Applied Physics
1094558;Aalto UniversitySchool of ScienceDepartment of Applied PhysicsPuumiehenkuja 2FIN-02150EspooFinland
2880977;Aalto University/SMARAD CoE
3380698;Aalto UniversityTietotie 302150 EspooFinland.
578837;Aarhus University, Ruuhikoskenkatu
578838;Aarhus University, Ruuhikoskenkatu
2020832;Abdominal Center, Endocrinology, Helsinki University Central Hospital and University of Helsinki
2076697;Abdominal Center: Endocrinology, University of Helsinki and Helsinki University Central Hospital
2209914;Abdominal Center Nephrology, University of Helsinki and Helsinki University Central Hospital
3431251;Abdominal Center Nephrology University of Helsinki and Helsinki University Central Hospital Helsinki Finland.
1986220;Abdominal Center Nephrology, University of Helsinki and Helsinki University Hospital
3424012;Abdominal Center Nephrology University of Helsinki and Helsinki University Hospital Helsinki Finland.
3424014;Abdominal Center Transplantation and Liver Surgery University of Helsinki and Helsinki University Hospital Helsinki Finland.
3366841;Abdominal Center University of Helsinki and Helsinki University Hospital
949274;Åbo Academi University
2567692;Abo Academi UniversityFinland.
198255;Åbo Academy University
118817;Abo Akademi and Turku University
183471;ÅboAkademi University
3236710;Åbo Akademi University and Aboa Centre of Economics
6543;Åbo Akademi University and Novia University of Applied Sciences
3476834;Åbo Akademi University and Turku Centre for Biotechnology
359704;Åbo Akademi University and University of Helsinki
884080;Abo Akademi University and University of Turku
558255;Abo Akademi University and University of TurkuTurku
701261;Åbo Akademi University, Department of Biosciences, Environmental and Marine Biology
2223711;Åbo Akademi University, Department of Science and Engineering
2025400;Åbo Akademi University, Environmental and Marine Biology
1741911;Åbo Akademi University & Sydväst Polytechnic
3434;Åbo Akademi University, Turku
1421300;Academy of Finland and University of Helsinki.
2693362;"Academy of Finland; Helsinki University."
3444796;Active Life Village Ltd & Laurea University of Applied Sciences
2357981;Adolescent Psychiatry Department, Medical school, FI-33014 Tampere University
1994165;Adult Immunodeficiency Unit, Inflammation Center, University of Helsinki and Helsinki University Hospital
2220250;Advanced Magnetic Imaging (AMI) Centre, Aalto NeuroImaging, Aalto University
2326538;Advanced Magnetic Imaging Centre, Aalto Neuroimaging, Aalto University
2159106;Advanced Magnetic Imaging Centre, O.V. Lounasmaa Laboratory, School of Science, Aalto University
2061795;A. I. Virtanen Institute and Department of Medicine, University of Kuopio
2142147;A.I. Virtanen Institute and Department of Medicine, University of Kuopio and Gene Therapy Unit, Kuopio University Hospital, P.O. Box 1627
2005483;A.I. Virtanen Institute, Department of Biotechnology and Molecular Medicine, University of Eastern Finland
2005956;AI Virtanen Institute, Department of Biotechnology and Molecular Medicine, University of Eastern Finland
2269992;AI Virtanen Institute, Department of Biotechnology and Molecular Medicine, University of Kuopio
2268541;AI Virtanen Institute, Department of Molecular Medicine, University of Kuopio
2262333;AI Virtanen Institute, Department of Neuroscience, University of Kuopio
444579;A.I. Virtanen Institute for Molecular Sciences, Biocenter Kuopio, University of Kuopio
2006625;A.I. Virtanen Institute for Molecular Sciences, Department of Biotechnology and Molecular Medicine, University of Eastern Finland
2287868;AI Virtanen Institute for Molecular Sciences, Department of Neurobiology, Laboratory of Functional Genomics and Bioinformatics, University of Kuopio
3278177;A. I. Virtanen Institute for Molecular Sciences University of Eastern Finland Kuopio Finland.
3361470;A. I. Virtanen Institute for Molecular SciencesUniversity of Eastern FinlandKuopio Finland.
898796;A. I. Virtanen Institute for Molecular SciencesUniversity of Eastern FinlandKuopioFinland
3018876;A. I. Virtanen Institute for Molecular Sciences University of Eastern Finland Neulaniementie 2 70211 Kuopio Finland.
484253;A. I. Virtanen Institute for Molecular Sciences, University of Kuopio
2255551;AI Virtanen Institute for Molecular Sciences, University of Kuopio
3277482;A. I. Virtanen Institute for Molecular Sciences University of Kuopio Kuopio Finland.
2267975;AI Virtanen Institute, Kuopio University Hospital
3249036;A.I. Virtanen Institute of Kuopio University and University Hospital of Kuopio
3479292;A. I. Virtanen Institute University of Eastern Finland Kuopio Finland.
3349820;A. I. Virtanen InstituteUniversity of Eastern FinlandKuopio Finland.
2257138;AI Virtanen Institute, University of Kuopio
2142364;A.I.Virtanen Institute, University of Kuopio, P.O.B. 1627
728330;Åland University of Applied Sciences
3242180;Alberts Ludwigs University (T.H.)
3188973;Allergy Center Tampere University Hospital Tampere Finland.
665631;Allergy Centre, Tampere University Hospital
3169089;Allergy Centre Tampere University Hospital Tampere Finland.
622147;Allergy Department, Skin and Allergy Hospital, Helsinki University Hospital
2393672;Allergy Hospital, and Children's Hospital, University of Helsinki
1948763;Al Virtanen Institute, University of Kuopio
3138772;Anaesthesia and Intensive Care Oulu University Hospital University of Oulu Oulu Finland.
3137988;Anaesthesiology and Intensive Care University of Helsinki and Helsinki University Hospital Helsinki Finland.
1061987;AnatomyUniversity of Eastern FinlandKuopioFinland
954582;and Cancer Center of Eastern FinlandUniversity of Eastern FinlandKuopioFinland
3342001;and Department of Emergency Medicine and Services Helsinki University Hospital Helsinki Finland.
3252427;and Department of Neurology (Head: Professor P.J. Riekkinen). University Central Hospital of Kuopio
3045958;and Gynecology Women's Hospital University of Helsinki and Helsinki University Hospital Helsinki Finland.
2489281;and Hebrew University–Hadassah School of Public Health and Community Medicine
3265897;and Helsinki University
3260635;and Institute of Sero‐Bacteriology. University ot Helsinki
2570810;and is completing a PhD on listening at the University of Cambridge. He has been a materials writer and teacher trainer with experience in Europe
3263817;and Joint Clinical Biochemistry Laboratory of University of Turku Turku University Central Hospital and Wallac Oy
3226324;and Kuopio University Central Hospital
276909;and Kuopio University Hospital
165546;and Kuopio University Hospital and University of Eastern Finland
339575;and Laboratory of Helsinki and Uusimaa University Hospital
2911882;and Leiden UniversityLeiden The Netherlands.
2912553;and Medical Research Center OuluOulu University Hospital and University of OuluOulu Finland.
3247958;and Obstetrics and Gynaecology Departments I and II. University of Helsinki
2776114;and part-time at Halmstad University
2663950;and professor of philosophy at the University of Texas.
858733;and Skin and Allergy HospitalHelsinki University Central HospitalHelsinkiFinland
3107616;and Tampere University
3226588;and Tampere University Central Hospital
19705;and Tampere University Hospital
3242263;and Tampere University Hospital (K.S.)
3106873;and the University of Alberta
2570437;and the University of Newcastle-upon-Tyne
3107214;and Turku University
3106327;and University Central Hospital of Tampere
3085079;and University Hospital of Tampere
125197;and University of Kuopio
3226543;and University of Lund
3263457;and University of Petrozavodsk
3107718;and University of Split
3350406;and University of Sydney. 45 Columbus Avenue New York NY 10023.
3045963;Anesthesia and Intensive Care Children's Hospital Helsinki University and Helsinki University Hospital Helsinki Finland.
3138484;Anesthesia and Intensive Care Medical Faculty University of Oulu Oulu Finland.
2209004;Anesthesia and Intensive Care, University of Oulu
3138458;Anesthesia and Intensive Care University of Oulu Oulu Finland.
3193293;Anesthesiology and Intensive Care Medicine Oulu University Hospital Medical Research Center Oulu University of Oulu Oulu Finland.
3138280;Anesthesiology and Intensive Care Medicine University of Oulu Oulu Finland.
3138553;Anesthesiology and Intensive care Oulu University Oulu Finland.
2257144;Animal Biotechnology Group, AI Virtanen Institute, University of Kuopio
2256918;Animal Biotechnology Group, University of Kuopio
3242998;Ankara University, Richmond
2786082;Arcada University of Applied Science
235394;Arcada University of Applied Sciences
2071771;Arctic Centre, University of Lapland
788757;Arctic CentreUniversity of Lapland, Rovaniemi
3401212;Arctic Centre University of Lapland Rovaniemi Finland.
2449088;Århus UniversityFinlandsgade 14
3302832;Århus University Finlandsgade 22
2441744;&Aringbo Akademi University
2887124;Aristotle University of Thessalon&#x00EDki
8202;arn Tampere University Hospital
626600;Aronia Coastal Zone Research Team, Novia University of Applied Sciences & Åbo Academy University
456928;ARONIA Coastal Zone Research Team, Novia University of Applied Sciences & Åbo Akademi University
345125;ARONIA Coastal Zone Research Team, Novia University of Applied Sciences and Åbo Akademi University
485614;Aronia Research and Development Institute, Åbo Akademi and Novia University of Applied Sciences
626602;ARONIA Research and Development Institute at NOVIA University of Applied Sciences and Åbo Akademi University
2523423;Art and Culture Studies 00014 University of Helsinki Unioninkatu 40a Finland .
3430188;Art and Culture Studies University of Jyväskylä Jyväskylä Finland.
2589169;Assistant Professor Faculty of Economics and Industrial Management University of Oulu Finland Phone: 358-8-5532944.
2073967;Astronomy and Space Physics, University of Oulu
2532381;at Carl-von-Ossietzky University Oldenburg
1088996;aUnited Nations University World Institute for Development
1160937;aUniversity of Helsinki and Helsinki University (Central) Hospital
1958963;Auria Biobank, University of Turku and Turku University Hospital
3178621;Auria Biobank University of Turku and Turku University Hospital Turku Finland.
2386056;Aurora Municipal Hospital, Helsinki and University of Helsinki
994470;bAalto University
3190055;BABA Center and Department of Children's Clinical Neurophysiology HUS Medical Imaging Center Helsinki University Central Hospital Helsinki Finland.
2104920;Bacteriology and Immunology, Medicum, University of Helsinki
2303864;BECS, School of Science, Aalto University
2331116;Behavioural and Evolutionary Ecology Group, Environmental and Marine Biology, Department of Biosciences, Åbo Akademi University
2570407;being latterly seconded as the Director of the University of Edinburgh's MSc in ELT. Her publications include Teaching Reading Skills in a Foreign Language (Heinemann
2924894;Bio‐Based Colloids and Materials Department of Forest Products Technology Aalto University School of Chemical Technology P. O. Box 16300 FIN‐00076 Aalto Finland.
2414199;Biocenter and Department of Biochemistry, University of Oulu
3072871;Biocenter and Department of Biochemistry University of Oulu FIN‐90570 Oulu
3066264;Biocenter and Department of Biochemistry University of Oulu SF‐90570 Oulu
3068724;Biocenter and Department of Clinical Chemistry University of Oulu SF‐90220 Oulu
3066306;Biocenter and Department of Medical Biochemistry University of Oulu Oulu
3066268;Biocenter and Department of Medical Biochemistry University of Oulu SF‐90220 Oulu
3068725;Biocenter and Department of Pathology University of Oulu SF‐90220 Oulu
807850;Biocenter of Oulu and Medical Research Center Oulu and Oulu University HospitalUniversity of OuluOuluFinland
1923293;Biocenter Oulu and Department of Biochemistry, Faculties of Science and Medicine, University of Oulu
2176544;Biocenter Oulu and Department of Biochemistry, Linnanmaa, Faculties of Science and Medicine, University of Oulu
2258065;Biocenter Oulu and Department of Biochemistry, University of Oulu
3072828;Biocenter Oulu and Department of Biochemistry University of Oulu FIN‐90570 Oulu
2308835;Biocenter Oulu and Department of Medical Biochemistry and Molecular Biology, Faculty of Biochemistry and Molecular Medicine, University of Oulu
3075956;Biocenter Oulu and Department of Medical Biochemistry University of Oulu FIN‐90220 Oulu
2408514;Biocenter Oulu and Department of Pediatrics, University of OuluBiocenter Oulu and Department of Pathology, University of Oulu
2333870;Biocenter Oulu and Faculty of Biochemistry and Molecular Medicine, University of Oulu
3352743;Biocenter Oulu and Faculty of Biochemistry and Molecular MedicineUniversity of OuluOulu Finland.
801900;Biocenter Oulu and Faculty of Biochemistry and Molecular MedicineUniversity of OuluOuluFinland
2037544;Biocenter Oulu and the Department of Biochemistry, University of Oulu
2037543;Biocenter Oulu and the Department of Pathology, Institute of Diagnostics, University of Oulu
2373276;Biocenter Oulu and the Department of Pathology, University of Oulu, University of Oulu
2039333;Biocenter Oulu and the Institute of Diagnostics, University of Oulu
2246700;Biocenter Oulu and WHO Collaborating Centre for Research on Reproductive Health, University of Oulu, Kajaanintie 50
2246903;Biocenter Oulu and World Health Organization Collaborating Centre for Research on Reproductive Health, University of Oulu, Kajaanintie 52 D
2194727;Biocenter Oulu, Centre of Excellence in Cell-Extracellular Matrix Research, Faculty of Biochemistry and Molecular Medicine, University of Oulu
2067416;Biocenter Oulu, Department of Medical Biochemistry and Molecular Biology, Oulu Center for Cell-Matrix Research, University of Oulu
2129600;Biocenter Oulu, Faculty of Biochemistry and Molecular Medicine, Oulu Center for Cell-Matrix Research, University of Oulu
573655;Biocenter Oulu, Faculty of Biochemistry and Molecular Medicine, University of Oulu
2098381;Biocenter Oulu, Laboratory of Developmental Biology, InfoTech Oulu, Center for cell Matrix Research, Faculty of Biochemistry and Molecular Medicine, University of Oulu
2125186;Biochemistry and Developmental Biology, Institute of Biomedicine, University of Helsinki
2259557;Biochemistry and Food Chemistry, University of Turku
2335865;Biogeochemistry research group, Department of Environmental and Biological Sciences, University of Eastern Finland, Yliopistoranta 1D E, PO Box 1627, Kuopio campus
2927335;Biohybrid Materials Department of Biotechnology and Chemical Technology Aalto University FI‐02150 Espoo Finland.
2111830;Biohybrid Materials Group, Department of Biotechnology and Chemical Technology, Aalto University
1960153;Biological and Environmental Science, University of Jyväskylä and Department of Pathology, Central Finland Health Care District
2165272;BioMag Laboratory and Pain Clinic, Helsinki University Central Hospital
3179551;BioMag Laboratory Hospital District of Helsinki and Uusimaa HUSLAB Helsinki University Central Hospital Helsinki Finland.
2232489;BioMag Laboratory, HUS Medical Imaging Center, University of Helsinki and Helsinki University Hospital
2005290;Biomedical Imaging Unit, AI Virtanen Institute for Molecular Sciences, University of Kuopio
3424502;Biomedical Laboratory Science Tampere University of Applied Sciences Tampere Finland.
3190090;Biomedicine Research Unit Clinical Microbiology and Immunology University of Oulu Oulu Finland.
2298785;Biomedicum Biochip Center and Institute of Biomedicine, University of Helsinki
108825;Biomedicum Helsinki and Helsinki University Central Hospital
2373278;Biomedicum Helsinki, Institute of Biomedicine/Physiology, and Department of Clinical Chemistry, University of Helsinki
2373193;Biomedicum Helsinki, Institute of Biomedicine/Physiology, University of Helsinki and Helsinki University Central Hospital
2106904;Biomedicum Helsinki, Meilahti Clinical Proteomics Core Facility and Folkhälsan Research Center, University of Helsinki
3201851;BIOS Project Arctic Center University of Lapland Rovaniemi Finland.
3135829;Biotechnology and Food Research Agro Biotechnology University of Oulu FI 90014 Finland.
2071479;Biotechnology and Molecular Medicine, A.I. Virtanen Institute for Molecular Sciences, Biocenter Kuopio, University of Eastern Finland, Kuopio Campus
2060683;Bird Ecology Unit, Department of Biological and Environmental Sciences, PO Box 65 (Viksbågen 1), University of Helsinki
262574;Bird Ecology Unit, Department of Biological and Environmental Sciences, University of Helsinki
1154141;bLeiden University Medical Center
887468;bMikkeli University of Applied Sciences
1983867;Bone and Cartilage Research Unit, Clinical Research Center, University of Eastern Finland
3187266;Bone and Cartilage Research Unit Clinical Research Center University of Eastern Finland Kuopio Finland.
2220247;Brain and Mind Laboratory, Department of Neuroscience and Biomedical Engineering, Aalto University
2326536;Brain and Mind Laboratory, Department of Neuroscience and Biomedical Engineering, Aalto University School of Science
2263794;Brain Research Unit, Clinical Research Centre/Mediteknia, University of Kuopio
180295;Brain Research Unit, Low Temperature Laboratory and Advanced Magnetic Imaging Centre, Aalto University, School of Science and Technology
647389;Brain Research Unit, O.V. Lounasmaa Laboratory, Aalto University
2307951;Brain Research Unit, O.V. Lounasmaa Laboratory and AMI Centre, Aalto NeuroImaging, Aalto University
1009747;bTampere University Hospital
908564;bTampere University of Applied Sciences
169783;bUniversity of Joensuu
2259278;Calcium Research Unit, Department of Applied Chemistry and Microbiology, University of Helsinki
1154142;cAmsterdam University Medical Center
3457407;Cancer and Translational Medicine Research Unit Faculty of Medicine and Medical Research Center Oulu University Hospital University of Oulu Oulu Finland.
2338794;Cancer and Translational Medicine Research Unit, Faculty of Medicine, University of Oulu
3439622;Cancer and Translational Medicine Research Unit Faculty of Medicine University of Oulu and Oulu University Hospital Oulu Finland.
1061986;Cancer and Translational Medicine Research UnitFaculty of MedicineUniversity of OuluOuluFinland
3437549;Cancer and Translational Medicine Research Unit Medical Research Centre Oulu University of Oulu and Oulu University Hospital Oulu Finland.
